#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names, their genders and synonyms, exported from the behindthename.com database.
# Sun, 25 Apr 2021 23:47:57 -0700
#
# name	gender	related
Kornelia	f	Cora,Cornelia,Lia,Nele,Nelly
Kornélie	f	Nela
Kornelija	f	
Korneliya	f	
Koronis	f	Coronis
Korrine	f	Corine,Corinne,Corrine
Kortney	f	Cortney,Courtney,Kourtney
Kory	m	Corey,Korey
Kosmas	m	Cosmas
Kossi	m	
Kosta	m	Konstantin,Kostadin
Kostadin	m	Konstantin,Kosta
Kostandin	m	
Kostas	m	Costas,Gus,Konstadinos,Konstantinas,Konstantinos,Kostis
Kostis	m	Costas,Gus,Konstadinos,Konstantinos,Kostas
Kostya	m	Konstantin
Kostyantyn	m	
Kōsuke	m	Kosuke,Kousuke
Kosuke	m	Kōsuke,Kousuke
Kōta	m	Kouta
Kotone	f	
Kotryna	f	Katrė
Kou	m	
Kouji	m	Kōji,Koji
Kouki	m	Kōki
Kourosh	m	Kurosh
Kourtney	f	Cortney,Courtney,Kortney
Kousuke	m	Kōsuke,Kosuke
Kouta	m	Kōta
Krasimir	m	
Krasimira	f	Mira
Krastio	m	Krastyo,Krastyu
Krastyo	m	Krastio,Krastyu
Krastyu	m	Krastio,Krastyo
Kratos	m	
Kreindel	f	
Kreine	f	
Kreios	m	Crius
Kreka	f	
Krešimir	m	Krešo
Kresimir	m	
Krešimira	f	
Kreskes	m	
Krešo	m	Krešimir
Kresten	m	Chris,Christer,Christian,Kristian
Kreszentia	f	Senta
Kreszenz	f	Zenzi
Kriemhild	f	Grimhilt
Kriemhilde	f	
Krikor	m	Grigor
Krimhilde	f	
Kris	mf	Chip,Chris,Chrissie,Chrissy,Christa,Christi,Christian,Christiana,Christie,Christina,Christine,Christoffer,Christopher,Christy,Ina,Kiki,Kit,Kresten,Krista,Kristi,Kristian,Kristie,Kristina,Kristine,Kristoffer,Kristopher,Kristy,Krystina,Tina,Topher
Krishna	m	Kannan,Kishan
Krišjānis	m	Krišs,Kristiāns
Krisna	m	
Krišs	m	Krišjānis,Kristiāns
Krista	f	Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christiane,Christie,Christina,Christine,Christy,Iina,Ina,Kiki,Kirsi,Kirsti,Kris,Kristel,Kristi,Kristiāna,Kristiane,Kristie,Kristiina,Kristin,Kristīna,Kristina,Kristīne,Kristine,Kristy,Krystina,Stiina,Tiina,Tina
Kristal	f	Christal,Chrystal,Crystal,Krystal,Krystle
Kristaps	m	
Kristaq	m	
Kristeen	f	Chris,Chrissie,Chrissy,Christi,Christie,Christine,Christy,Kiki,Kris,Kristi,Kristie,Kristine,Kristy
Kristel	f	Chris,Christel,Christina,Christine,Ina,Krista,Kristi,Kristiina,Kristina,Stien,Tiina,Tina,Tineke
Kristen	mf	Christen,Cristen,Kristin,Krysten
Krister	m	Christian,Kristian
Kristi	f	Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christie,Christina,Christine,Christy,Ina,Kiki,Kris,Krista,Kristel,Kristie,Kristiina,Kristina,Kristine,Kristy,Krystina,Tiina,Tina
Kristia	f	Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christie,Christina,Christy,Ina,Kiki,Kris,Krista,Kristi,Kristie,Kristina,Kristy,Krystina,Tina
Kristián	m	
Kristian	m	Chris,Christer,Christian,Hristiyan,Hristo,Kresten,Kris,Krister,Kristiyan,Risto
Kristiāna	f	Ina,Krista,Kristīna,Kristīne
Kristiane	f	Chris,Christa,Christel,Christiane,Christin,Christina,Christine,Ina,Kiki,Krista,Kristin,Kristina,Kristine
Kristiāns	m	Krišjānis,Krišs
Kristie	f	Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christie,Christina,Christine,Christy,Ina,Kiki,Kris,Krista,Kristi,Kristina,Kristine,Kristy,Krystina,Tina
Kristiina	f	Iina,Kirsi,Kirsti,Krista,Kristel,Kristi,Kristina,Stiina,Tiina
Kristijan	m	Hristijan,Hristo,Kristjan,Krsto
Kristijonas	m	
Kristín	f	Kristjana
Kristin	f	Chris,Christel,Christen,Christiane,Christin,Christina,Christine,Cristen,Kersti,Kerstin,Kia,Kiki,Kine,Kirsten,Kirstine,Kjersti,Kjerstin,Krista,Kristen,Kristiane,Kristina,Kristine,Krysten,Stina,Stine,Tine
Kristína	f	
Kristīna	f	Ina,Krista,Kristiāna,Kristīne
Kristina	f	Chris,Chrissie,Chrissy,Christa,Christel,Christi,Christiana,Christiane,Christie,Christin,Christina,Christine,Christy,Hristina,Ina,Inja,Kersti,Kerstin,Kia,Kiki,Kine,Kirsten,Kirstine,Kjersti,Kjerstin,Kris,Krista,Kristel,Kristi,Kristiane,Kristie,Kristiina,Kristin,Kristine,Kristy,Krystina,Stina,Stine,Tiina,Tina,Tine,Tinkara
Kristīne	f	Ina,Krista,Kristiāna,Kristīna
Kristine	f	Chris,Chrissie,Chrissy,Christa,Christel,Christi,Christiane,Christie,Christin,Christina,Christine,Christy,Ina,Kersti,Kerstin,Kia,Kiki,Kine,Kirsten,Kirstine,Kjersti,Kjerstin,Kris,Kristi,Kristiane,Kristie,Kristin,Kristina,Kristy,Stina,Stine,Tine
Kristiyan	m	Hristiyan,Hristo,Kristian
Kristján	m	
Kristjan	m	Kristijan,Kristo,Risto
Kristjana	f	Kristín
Kristo	m	Kristjan,Kristofor,Risto
Krištof	m	
Kristóf	m	
Kristófer	m	
Kristofer	m	
Kristoffer	m	Chris,Christoffer,Kris
Kristofor	m	Kristo,Krsto
Kristopher	m	Chip,Chris,Christopher,Kit,Kris,Topher
Kristupas	m	
Kristy	f	Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christie,Christina,Christine,Christy,Ina,Kiki,Kris,Krista,Kristi,Kristie,Kristina,Kristine,Krystina,Tina
Kristýna	f	
Krisztián	m	
Krisztina	f	
Krisztofer	m	
Kronos	m	Cronus
Krste	m	
Krsto	m	Kristijan
Kruno	m	Krunoslav
Krunoslav	m	Kruno
Krysia	f	Krystyna
Kryspin	m	
Krystal	f	Christal,Chrystal,Crystal,Kristal,Krystle
Krystelle	f	Christal,Chrystal,Crystal,Kristal,Krystal,Krystle
Krysten	f	Christen,Cristen,Kristen,Kristin
Krystian	m	
Krystiana	f	
Krystina	f	Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christie,Christina,Christy,Ina,Kiki,Kris,Krista,Kristi,Kristie,Kristina,Kristy,Tina
Krystine	f	Chris,Chrissie,Chrissy,Christi,Christie,Christine,Christy,Kiki,Kris,Kristi,Kristie,Kristine,Kristy
Krystle	f	Christal,Chrystal,Crystal,Kristal,Krystal
Kryštof	m	
Krystyn	m	Krystian
Krystyna	f	Krysia
Krzesimir	m	
Krzyś	m	Krzysiek,Krzysztof
Krzysiek	m	Krzyś,Krzysztof
Krzysztof	m	Krzyś,Krzysiek
Krzysztofa	f	
Ksawery	m	
Ksenia	f	Aksana,Kseniya,Ksyusha,Oksana,Oxana
Ksenija	f	Senka
Kseniya	f	Aksana,Ksenia,Ksyusha,Oksana,Oxana
Kshathra Vairya	m	Shahrivar
Kshitij	m	
Kshitija	f	
Ksyusha	f	Ksenia,Kseniya
Kuba	m	Jakub
Kubilay	m	
Kublai	m	
Kübra	f	
Kubra	f	
Kudret	m	
Kukka	f	
Kukulkan	m	
Kulap	fm	
Kuldeep	m	
Külli	f	Küllike,Külliki
Küllike	f	Külli,Külliki
Külliki	f	Külli,Küllike
Kumar	m	
Kumara	m	
Kumaran	m	
Kumari	f	
Kumbukani	mf	
Kumiko	f	
Kun	fm	
Kunal	m	
Kunala	m	
Kunegunda	f	Kinga
Kunibert	m	
Kunigunde	f	
Kuno	m	Conrad,Cord,Konrad,Kurt
Kunthea	f	
Kunti	f	
Kunto	f	
Kunzang	mf	
Kuro	m	Kurō,Kurou
Kurō	m	Kuro,Kurou
Kurosh	m	Kourosh
Kurou	m	Kuro,Kurō
Kurt	m	Conrad,Cord,Curt,Konrad,Kuno
Kurtis	m	Curt,Curtis
Kurush	m	
Kustaa	m	Kusti,Kyösti
Kusti	m	Aku,Aukusti,Kustaa,Kyösti
Kusuma	mf	
Kuwat	m	
Kuzey	m	
Kuzma	m	
Kuzman	m	
Květa	f	Květoslava,Květuše
Kveta	f	Kvetoslava
Květoslav	m	
Kvetoslav	m	
Květoslava	f	Květa,Květuše
Kvetoslava	f	Kveta
Květuše	f	Květa,Květoslava
Kwabena	m	Kobina
Kwadwo	m	Kojo
Kwaku	m	Kweku
Kwame	m	
Kwasi	m	Kwesi
Kweku	m	Kwaku
Kwesi	m	Kwasi
Kyauta	m	
Kybele	f	Cybele
Kyla	f	
Kyle	m	
Kylee	f	Kiley,Kyleigh,Kylie
Kyleigh	f	Kiley,Kylee,Kylie
Kyler	m	
Kylian	m	
Kylie	f	Kiley,Kylee,Kyleigh
Kylli	f	Kyllikki
Kyllikki	f	Kylli
Kym	f	Kim,Kimberlee,Kimberley,Kimberly,Kimmie,Kimmy
Kynaston	m	
Kynthia	f	Cynthia
Kyo	mf	Kyō,Kyou
Kyō	mf	Kyo,Kyou
Kyōko	f	Kyoko,Kyouko
Kyoko	f	Kyōko,Kyouko
Kyösti	m	Kustaa,Kusti
Kyou	mf	Kyo,Kyō
Kyouko	f	Kyōko,Kyoko
Kyra	f	Keara,Keira,Kiara,Kiarra,Kiera,Kierra,Kira
Kyran	m	Ciar,Ciarán,Kieran,Kieron
Kyriake	f	Kiki,Kyriaki
Kyriaki	f	Kiki,Kyriake
Kyriakos	m	Cyrillus,Kyrillos
Kyrie	mf	
Kyrillos	m	Cyrillus,Kyriakos
Kyrilu	m	
Kyro	m	Cairo,Kairo
Kyros	m	Cyrus
Kyrsten	f	Kiersten,Kiki,Kirsten
Kyrylo	m	
Kyson	m	Kaison
Kyung	mf	Gyeong
Kyung-Hee	f	Gyeong-Hui
Kyung-Ja	f	Gyeong-Ja
Kyung-Sook	f	Gyeong-Suk
Kyveli	f	
Laarni	f	
Laban	m	Lebanah
Labhrainn	m	
Labhrás	m	
Laboni	f	
Lacey	fm	
Lachesis	f	
Lachie	m	Lachlan,Lauchlan,Lockie
Lachina	f	
Lachlan	m	Lachie,Lauchlan,Lockie
Lachtna	m	
Laci	mf	Lacy,László
Lacy	fm	Laci
Lada	f	Ladislava,Vladimíra,Vladimira,Vladislava,Vlatka
Ladislao	m	
Ladislas	m	Ladislaus
Ladislau	m	
Ladislaus	m	Ladislas
Ladislav	m	Vladan,Vladislav,Vlado
Ladislava	f	Lada,Vladislava
Lado	m	Vladimer
Ladonna	f	
Lady	f	
Lael	m	
Laelia	f	
Laelius	m	
Lærke	f	
Laëtitia	f	Laetitia
Laetitia	f	Laëtitia
Lage	m	
Lagina	f	
Lagle	f	
Lahja	f	
Laia	f	
Láilá	f	Áile
Laila	f	Aila,Aili,Helga,Layla,Leila,Lela,Leyla,Lila,Lilah,Lyla,Lylah
Laima	f	Laimutė
Laimutė	f	Laima
Laine	f	
Lainey	f	Elaina,Elaine,Laney
Laios	m	Laius
Laird	m	
Laius	m	Laios
Lajos	m	
Lake	mf	
Lakeisha	f	Keisha,Keshia,Kisha,Lakeshia,Lakisha
Lakeshia	f	Keisha,Keshia,Kisha,Lakeisha,Lakisha
Lakisha	f	Keisha,Keshia,Kisha,Lakeisha,Lakeshia
Lakshman	m	Laxman
Lakshmana	m	
Lakshmi	fm	Laxmi
Lal	m	
Lala	f	Lalka
Lalage	f	
Lalawethika	m	
Lale	f	
Laleh	f	
Lali	f	
Lalia	f	Eula,Eulalia
Lalit	m	
Lalita	f	
Lalitha	f	
Lalka	f	
Lalla	f	
Lallie	f	
Lally	f	
Lalo	m	Edu,Eduardo
Lamar	m	
Lambaer	m	Baer,Bèr
Lambert	m	Lammert,Lamprecht,Landebert
Lamberto	m	
Lamech	m	
Lamia	f	
Lamija	f	
Lamis	f	
Lammert	m	Lambert
Lamont	m	
Lamprecht	m	Lambert,Landebert
Lamya	f	
Lan	fm	Milan,Miloš
Lana	f	Alaina,Alana,Alanna,Alannah,Alayna,Allyn,Sveta,Svetka,Svetlana,Svjetlana
Lance	m	Lanny
Lancelot	m	
Landebert	m	Lambert,Lamprecht
Landen	m	Landon,Landyn,Lanny
Lando	m	
Landon	m	Landen,Landyn,Lanny
Landulf	m	
Landyn	m	Landen,Landon,Lanny
Lane	m	Layne
Laney	f	Elaina,Elaine,Lainey
Lanford	m	
Langdon	m	
Lành	mf	
Lani	f	
Lanny	m	Lance,Landen,Landon,Landyn
Lanre	m	Olanrewaju
Lanzo	m	
Laocoön	m	Laokoon
Laoghaire	m	Leary
Laoise	f	
Laokoon	m	Laocoön
Lapo	m	Jacopo
Lára	f	
Lara	f	Larisa,Larissa,Larunda
Laraine	f	Loraine,Lorayne,Lori,Lorie,Lorraine,Lorri,Lorrie
Lari	m	Ilari
Larisa	f	Lara,Larissa,Larysa
Larissa	f	Lara,Larisa
Lark	f	
Larkin	m	Law
Larrie	m	Larry,Lauren,Laurence,Laurie,Lawrence,Lawrie,Laz,Loren,Lorin
Larry	m	Larrie,Lauren,Laurence,Laurie,Lawrence,Lawrie,Laz,Loren,Lorin
Lars	m	
Larunda	f	Lara
Lárus	m	
Laryn	f	Lauren,Lauryn,Loren,Lorena,Lorin
Larysa	f	Larisa
Lasha	m	
Lashawn	fm	
Lashay	f	
Lashonda	f	
Lāsma	f	
Lassana	m	Alassane,Alhassan
Lasse	m	Lassi
Lassi	m	Lasse
Lassie	f	
László	m	Laci
Lata	f	
Latanya	f	
Latasha	f	
Lateefah	f	Latifa,Latifah
Latheef	m	
Lətif	m	
Latif	m	
Latifa	f	Lateefah,Latifah
Latifah	f	Lateefah,Latifa
Latife	f	
Latisha	f	Tisha
Latona	f	
Latonya	f	
Latoya	f	Toya
Lau	m	Laurens,Rens
Lauchlan	m	Lachie,Lachlan,Lockie
Lauge	m	
Lauma	f	
Launce	m	
Launo	m	Klaus
Laura	f	Laureen,Laurene,Lauretta,Laurie,Laurita,Lavra,Lora,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie
Lauraine	f	Laraine,Loraine,Lorayne,Lori,Lorie,Lorraine,Lorri,Lorrie
Laure	f	Laurette,Laurine,Lorette
Laureen	f	Laura,Laurene,Laurie,Lora,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie
Laurel	f	
Laurelle	f	Laurel
Lauren	fm	Larrie,Larry,Laurence,Laurie,Lauryn,Lawrence,Laz,Loren,Lorena,Lorin
Laurena	f	Lauren,Lauryn,Loren,Lorena,Lorin
Laurence	mf	Larrie,Larry,Lauren,Laurie,Lawrence,Lawrie,Laz,Loren,Lorin
Laurencia	f	
Laurene	f	Laura,Laureen,Laurie,Lora,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie
Laurens	m	Lau,Rens
Laurent	m	
Laurentia	f	
Laurentin	m	
Laurentina	f	
Laurentine	f	
Laurentinus	m	
Laurențiu	m	
Laurentius	m	
Laurenz	m	
Lauressa	f	Laura,Laureen,Laurene,Laurie,Lora,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie
Lauretta	f	Laura,Loretta
Laurette	f	Laure,Laurine,Lorette
Lauri	m	
Laurie	fm	Larrie,Larry,Laura,Laureen,Lauren,Laurence,Laurene,Lawrence,Laz,Lora,Loreen,Loren,Lorene,Loretta,Lori,Lorie,Lorin,Lorinda,Lorri,Lorrie
Laurinda	f	Laura,Laureen,Laurene,Laurie,Lora,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie
Laurine	f	Laure,Laurette,Lorette
Laurissa	f	Laura,Laureen,Laurene,Laurie,Lora,Loreen,Lorene,Loretta,Lori,Lorie,Lorinda,Lorri,Lorrie
Laurita	f	Laura
Laurits	m	
Lauritz	m	
Lauro	m	
Laurus	m	
Lauryn	f	Lauren,Loren,Lorena,Lorin
Laurynas	m	
Lavanya	f	
Lavena	f	Lavina,Vinnie
Lavender	f	
Lavern	mf	
Laverna	f	
Laverne	fm	
Lavi	m	
Lavina	f	Vinnie
Lavinia	f	
Lavone	f	Evonne,Lavonne,Yvonne
Lavonne	f	Evonne,Yvette,Yvonne
Lavr	m	
Lavra	f	Laura
Lavrenti	m	Lavrentiy,Lavrenty
Lavrentios	m	
Lavrentiy	m	Lavrenti,Lavrenty
Lavrenty	m	Lavrenti,Lavrentiy
Law	m	Larkin
Lawahiz	f	
Lawan	f	
Lawanda	f	
Lawrence	m	Larrie,Larry,Lauren,Laurence,Laurie,Lawrie,Laz,Loren,Lorin
Lawrie	m	Larrie,Larry,Lauren,Laurence,Lawrence,Laz
Lawson	m	
Laxman	m	Lakshman
Laxmi	fm	Lakshmi
Layla	f	Laila,Leila,Lela,Leyla,Lila,Lilah,Lyla,Lylah
Layne	m	Lane
Layton	m	
Laz	m	Larrie,Larry,Lauren,Laurence,Laurie,Lawrence,Lawrie,Loren,Lorin
Lázár	m	
Lazăr	m	
Lazar	m	
Lazare	m	
Lázaro	m	
Lazaros	m	Eleazar
Lazarus	m	
Lazer	m	
Lazzaro	m	
Léa	f	Lya
Lea	f	Ea,Leah
Leachlainn	m	Malachy,Maolsheachlann
Leah	f	Lea
Léan	f	
Léana	f	Léane,Lyana,Lyanna
Leander	m	Leandros
Leandra	f	
Léandre	m	
Leandro	m	
Leandros	m	Leander
Léane	f	Léana,Lyana,Lyanna
Leanid	m	
Leann	f	
Leanna	f	Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Gillian,Jillian,Juliana,Julianna,Julianne,Leesa,Liana,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lilly,Lily,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lyanna,Tetty
Leanne	f	
Leanora	f	Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenora,Lenore,Nell,Nelle,Nonie,Nora,Norah,Noreen,Norene
Lear	m	Leir
Leary	m	Laoghaire
Leatrice	f	
Lebanah	m	Laban
Leberecht	m	
Lebogang	mf	
Lebohang	mf	
Lebron	m	
Lech	m	Leszek
Lechosław	m	Lesław
Lechosława	f	
Lecia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Felicia,Lesia,Letitia,Lettice,Lisha,Lyssa,Tisha,Titty
Leda	f	
Lee	mf	
Leeann	f	
Leeba	f	Liba
Leela	f	Lila
Leelo	f	
Leena	f	Elena,Eliina,Elina,Ella,Heleena,Helena,Heli,Matleena
Leesa	f	Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Libbie,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty
Leevi	m	
Lefteris	m	Eleftherios
Legend	m	
Legolas	m	
Lehi	m	
Lehua	fm	
Lei	mf	
Leia	f	Lia
Leida	f	
Leif	m	
Leifr	m	
Leifur	m	
Leigh	fm	
Leighton	fm	
Leigong	m	
Leila	f	Laila,Layla,Lela,Leyla,Lila,Lilah,Lyla,Lylah
Leilah	f	Laila,Layla,Leila,Lela,Leyla,Lila,Lilah,Lyla,Lylah
Leilani	fm	
Leili	f	
Leimomi	f	
Leir	m	Lear
Leire	f	
Leith	mf	
Leiv	m	
Lėja	f	
Lejla	f	
Lekan	m	Olamilekan
Lela	f	Laila,Layla,Leila,Leyla,Lila,Lilah,Lyla,Lylah
Leland	m	
Lelia	f	
Lelio	m	
Lelisa	m	
Lelise	f	
Lelle	m	Lennart
Lemminkäinen	m	
Lemoine	m	
Lempi	f	
Lemuel	m	
Len	m	Lenard,Lennie,Lenny,Leonard
Léna	f	Ella,Heléna,Hélène,Magda,Magdaléna
Lena	f	Alena,Aliona,Alyona,Alyonka,Elena,Eleni,Elin,Elina,Ella,Ellen,Elna,Helen,Helena,Helene,Helenka,Hella,Helle,Hellen,Leni,Linn,Maddalena,Magda,Magdalen,Magdalena,Magdalene,Magdalini,Malena,Malene,Malin,Yelena
Lénárd	m	
Lenard	m	Len,Lennie,Lenny,Leonard
Lenart	m	
Lencho	m	
Lene	f	Elena,Elin,Helena,Helene,Hella,Helle,Leni,Magdalena,Magdalene
Leni	f	Alena,Elena,Ella,Helena,Helene,Hella,Lena,Lene,Magda,Magdalena,Magdalene
Lenka	f	Alena,Helena,Helenka,Madlenka,Magda,Magdaléna
Lenn	m	Lennart,Leonard
Lennard	m	
Lennart	m	Lelle,Lenn,Lenni,Leonard
Lenni	m	Lennart
Lennie	mf	Len,Lenard,Lenny,Leonard
Lennon	mf	
Lennox	mf	
Lenny	m	Len,Lenard,Lennie,Leonard
Lenora	f	Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenore,Nell,Nelle,Nonie,Nora,Norah,Noreen,Norene
Lenore	f	Elea,Eleanor,Eleanora,Eleanore,Elenora,Elinor,Ella,Elle,Ellie,Elly,Elnora,Lenora,Nell,Nelle,Nellie,Nelly,Nora,Norah
Lenox	m	
Lenuța	f	Elena,Ileana,Ilinca
Lenz	m	Lorenz
Léo	m	
Leo	m	
Leobwin	m	
Leocádia	f	
Leocadia	f	
Leocadio	m	
Leocadius	m	
Leofdæg	m	
Leofflæd	f	
Leofgyð	f	
Leofric	m	
Leofsige	m	
Leofstan	m	
Leofwine	m	
Leokadia	f	
Leola	f	
Leolin	m	Llew,Llewellyn,Llewelyn,Llywelyn
Leoluca	m	
Léon	m	Léonel,Lionel
León	m	
Leon	m	Leontios,Leontius
Leona	f	Leone
Léonard	m	
Leonard	m	Len,Lenard,Lenn,Lennart,Lennie,Lenny,Leonhard
Leonarda	f	
Leonardas	m	
Leonardo	m	
Leonas	m	
Léonce	mf	
Leoncio	m	
Léone	f	
Leone	mf	Leona
Léonel	m	Léon,Léonce,Lionel
Leonel	m	
Leonhard	m	Leonard
Leonia	f	
Leonid	m	
Leonida	m	
Leonidas	m	
Léonide	mf	
Leonīds	m	
Léonie	f	
Leonie	f	
Leonius	m	
Léonne	f	
Leonor	f	
Leonora	f	Eleonora,Nora,Norina
Leonore	f	Eleonora,Eleonore,Ella,Lore
Leonti	m	Leontiy,Leonty
Leontia	f	
Leontina	f	
Léontine	f	
Leontios	m	Leon,Leontius
Leontius	m	Leon,Leontios
Leontiy	m	Leonti,Leonty
Leonty	m	Leonti,Leontiy
Leontýna	f	
Leontyne	f	
Leonzio	m	
Léopold	m	
Leopold	m	Poldi
Léopoldine	f	
Leopoldo	m	
Leoš	m	
Ler	m	Lir
Lera	f	Valeriya
Lerato	f	
Leroi	m	Leroy
Leroy	m	
Les	m	Lester
Lesedi	f	
Lesego	mf	
Lesia	f	Alease,Alecia,Alesha,Alesia,Alice,Alicia,Alisha,Alissa,Alyce,Alycia,Alys,Alysa,Alyse,Alysha,Alysia,Alyssa,Alyssia,Lisha,Lyssa
Lesław	m	Lechosław
Lesława	f	
Lesleigh	f	Leslie,Lesly,Lessie
Lesley	fm	
Leslie	fm	Lesly,Lessie
Lesly	f	Leslie,Lessie
Lessie	f	Leslie,Lesly
Lestari	f	
Lestat	m	
Lester	m	Les
Lesya	f	Aleksandra,Alexandra,Oleksandra,Olesya,Sasha
Leszek	m	Lech
Leta	f	
Letha	f	Aletha,Alethea
Letícia	f	
Leticia	f	
Letîf	m	
Letitia	f	Lettice,Lettie,Letty,Tisha,Titty
Letizia	f	
Leto	f	
Lettice	f	Letitia,Lettie,Letty,Tisha,Titty
Lettie	f	Letitia,Lettice,Letty
Letty	f	Letitia,Lettice,Lettie
Leucippus	m	Leukippos
Leudagar	m	
Leudbald	m	Liupold
Leudoberct	m	
Leui	m	
Leukippos	m	Leucippus
Leutgard	f	Luitgard,Lutgardis
Leuthar	m	
Leutwin	m	
Lev	m	
Levan	m	
Levana	f	
Levent	m	
Levente	m	
Levi	m	
Levin	m	
Levon	m	
Lew	m	Lewis,Louis
Lewella	f	Llewella
Lewi	m	
Lewin	m	
Lewis	m	Lew,Lou,Louie,Louis
Lex	m	Al,Alec,Alex,Alexander,Sander,Sandy,Xander,Zander
Lexa	f	Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexina,Ali,Allie,Ally,Lexi,Lexie,Lexine,Lexy,Sandie,Sandy,Zandra
Lexi	f	Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexia,Alexina,Alexis,Alexus,Ali,Allie,Ally,Lexa,Lexia,Lexie,Lexine,Lexus,Lexy,Sandie,Sandy,Zandra
Lexia	f	Alexia,Alexina,Alexis,Alexus,Lexi,Lexie,Lexine,Lexus,Lexy
Lexie	f	Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexia,Alexina,Alexis,Alexus,Ali,Allie,Ally,Lexa,Lexi,Lexia,Lexine,Lexus,Lexy,Sandie,Sandy,Zandra
Lexine	f	Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexia,Alexina,Alexis,Alexus,Ali,Allie,Ally,Lexa,Lexi,Lexia,Lexie,Lexus,Lexy,Sandie,Sandy,Zandra
Lexus	f	Alexia,Alexina,Alexis,Alexus,Lexi,Lexia,Lexie,Lexine,Lexy
Lexy	f	Alex,Alexa,Alexandra,Alexandrea,Alexandria,Alexia,Alexina,Alexis,Alexus,Ali,Allie,Ally,Lexa,Lexi,Lexia,Lexie,Lexine,Lexus,Sandie,Sandy,Zandra
Leyla	f	Laila,Layla,Leila,Lela,Lila,Lilah,Lyla,Lylah
Leyre	f	
Leyton	m	
Lhamo	fm	
Li	fm	
Lía	f	
Lia	f	Cora,Cornelia,Corrie,Corry,Julia,Juul,Kornelia,Leia,Lieke,Neeltje,Nele,Nelly,Rosalia
Líadáin	f	Líadan
Líadan	f	Líadáin
Liam	m	Lyam,Uilleag,Uilliam,Ulick,William
Lian	mf	Julian,Kilian
Liāna	f	Juliāna
Liana	f	Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliana,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Gillian,Giuliana,Iuliana,Jillian,Juliana,Julianna,Julianne,Leanna,Leesa,Libbie,Libby,Liddy,Lilia,Lílian,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lilly,Lily,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Lyanna,Tetty
Liane	f	Juliana,Juliane
Lianne	f	Leanne
Lias	m	Elias,Elis
Liat	f	
Liba	f	Leeba
Libbie	f	Bella,Belle,Bess,Bessie,Beth,Betsy,Bette,Bettie,Betty,Bettye,Buffy,Eliza,Elizabeth,Ella,Elle,Ellie,Elly,Elsa,Elsie,Elyse,Ibbie,Isabel,Isabella,Issy,Izabelle,Izzy,Leesa,Libby,Liddy,Lilian,Liliana,Lilianna,Lilibet,Lilibeth,Lillia,Lillian,Lilliana,Lillie,Lisa,Lise,Liz,Liza,Lizbeth,Lizette,Lizzie,Lizzy,Tetty
